PCA1,PCA2,PCA3,cluster,name,title,id
0.1417476287133106,-0.08520564929070489,0.04963048693320088,27,current-population-surveyannual-social-and-economicsupplement-980f9,Current Population Survey Annual Social and Economic Supplement,6203dbcf-d9bd-4842-942f-95d121477217
-0.08163833019665229,0.020385475636684105,-0.03841870488655321,27,united-states-stateplane-zones-nad83,United States Stateplane Zones - NAD83,60f87fc2-46c8-4669-995c-03923535d8f2
0.026720925763535863,-0.019417099196152626,0.003810931109538414,27,quick-stats-agricultural-database,Quick Stats Agricultural Database,81ce570b-7701-49fd-833c-948be42f9556
0.030935434087412315,-0.02615226765442614,0.003517197985210547,27,quick-stats-agricultural-database-api,Quick Stats Agricultural Database API,37629409-f9b7-4438-9bc7-0ceb97e842ba
0.019401642455900807,-0.01214643918273871,-0.011614821769805257,35,pv-rooftop-dataset,PV Rooftop Database,070a4883-3aec-417c-bbee-e5c4b26a1c83
0.11554568222460891,-0.045624686407941484,0.03029478820064223,27,ionosonde-stations,Ionosonde Stations,76a53d7d-415b-4fb8-a9a4-40d20d031050
-0.09529724302131623,0.038959944862063105,-0.0684834435266497,27,ncep-ncar-reanalysis-1,NCEP-NCAR Reanalysis 1,8676096f-89d0-492d-812b-4f7a83ce253d
0.17151355751448716,-0.08679991335305351,0.13628249116087104,27,vsrr-provisional-county-level-drug-overdose-death-counts-d154f,VSRR Provisional County-Level Drug Overdose Death Counts,8cb67f1c-6677-45a2-a924-44d68d4c81af
0.0968999805289344,-0.024666749198436106,0.008327790535248071,27,ionospheric-digital-database,Ionospheric Digital Database,2bbcf6fc-8014-4a68-bd84-99dc4bdd5c79
-0.0334423554330478,-0.007107291622720437,-0.04885062465382934,27,energy-data-exchange,Energy Data Exchange,e527affc-6380-412d-9bf5-77359015071c
-0.01242043996475619,-0.015424836446179825,-0.024828940998125163,27,pv-rooftop-database-for-puerto-rico-pvrdb-pr,PV Rooftop Database for Puerto Rico (PVRDB-PR),159f8e3f-cff3-45e7-a87c-58a4629f1f46
-0.09235775328201355,0.01905761683226124,-0.0706894452034891,27,collocation-shelter-design-documents,Collocation Shelter Design Documents,71b9d0b2-05ed-4d7c-b876-8c5ebcdc5996
0.10637503499269986,-0.003362193769004713,0.009471640345332244,27,integrated-surface-dataset-global1,Integrated Surface Dataset (Global),3cd9d753-db9c-44bd-82c8-289d73693649
-0.07891029216473912,0.019747749195073258,-0.07609070907055572,27,regional-air-quality-data,Regional Air Quality Data,ca52f863-7612-4997-a1e3-19c4fe92892d
0.09064312926601646,-0.024765309240154142,-0.009549533617075858,27,national-solar-radiation-database-nsrdb,National Solar Radiation Database (NSRDB),93fcfd4d-f0ca-4450-9da1-94ddba640189
-0.006122511048770709,-0.01795535253238511,-0.009187544949107215,27,national-greenhouse-gas-emission-inventory,National Greenhouse Gas Emission Inventory,182d1883-2402-4ef4-9739-c538ce3640b9
0.01268270719243537,-0.007261829005887475,-0.019984523993831542,27,the-epa-automotive-trends-report-greenhouse-gas-emissions-fuel-economy-and-technology-sinc,"The EPA Automotive Trends Report: Greenhouse Gas Emissions, Fuel Economy, and Technology since 1975",f3b65e9b-cb73-4213-ab34-40e1dfe794b2
0.042401577922981486,0.004122465422834844,0.008058379595690128,27,national-agriculture-imagery-program-naip,National Agriculture Imagery Program (NAIP),cd85b843-79d9-479e-9baa-6ec9bb2ec973
-0.01189861497875213,-0.008093430179572383,-0.05754437299016992,27,u-s-local-climatological-data-lcd2,U.S. Local Climatological Data (LCD),eeaf5fbc-15b9-4c6f-b6cf-1f12ad271eaf
-0.027146681914696578,0.015799048044560057,-0.03477833640933156,27,www-fueleconomy-gov,www.FuelEconomy.gov,8dfc9e02-34b7-41fa-860b-4e0b7b2482c0
0.11155017673546626,-0.0415205140927368,0.007450367583076903,27,dynamically-downscaled-hourly-future-weather-data-with-12-km-resolution-covering-most-of-n,Dynamically Downscaled Hourly Future Weather Data with 12-km Resolution Covering Most of North America,50553d0b-9cf7-4b4b-861c-1f5bb2aee88c
0.09573339983614501,-0.0532338463038682,0.021874186059087787,27,fireball-and-bolide-reports,Fireball And Bolide Reports,20cfda99-8140-4dcd-bad3-ffb7a40b7203
-0.03590910829921327,0.007419080738312163,-0.058363291942825836,27,osti-gov,OSTI.GOV,2d6a7855-f2ff-45fb-848d-e54f6395a778
0.023784424872661927,-0.021168834305217526,-0.0006804611901989441,27,iupac-nist-solubility-database-srd-106-c05d2,IUPAC/NIST Solubility Database - SRD 106,ccbe9c59-b01b-4288-ab46-a13e34b8f3f0
-0.03496419733372129,-0.010085853234076278,-0.05009883267489839,27,s-layer-nanosheet-binding-of-zn-and-gd-58d82,S-Layer Nanosheet Binding of Zn and Gd,c97f4223-e638-4abc-ae11-0ff14bbf4d29
-0.00028853632183001055,0.027768500796787034,-0.05393126864791169,27,airmoss-l1-s-0-polarimetric-data-from-airmoss-p-band-sar-chamela-mexico-2012-2015-5f818,"AirMOSS: L1 S-0 Polarimetric Data from AirMOSS P-band SAR, Chamela, Mexico, 2012-2015",c00f3b9f-cc51-43d6-a1e7-59966ad32e04
-0.02927098074082816,0.0028091126313997267,-0.041790156677673544,27,results-of-flow-fish-for-rna-degradation,Results of flow-FISH for RNA degradation,8b929547-0a0e-4d54-ad0e-be7b51613339
0.03641489549282242,-0.038357414331351807,-0.018518897965465988,27,ocean-salmon-distributions1,Ocean Salmon Distributions,c674ac64-a7bc-458a-8fe6-c364178a5327
-0.038465921364043,0.029440626115322215,-0.05992097262614325,27,results-of-single-cell-and-single-transcript-measurements-collected-for-bias-and-resolvabi,Results of single-cell and single-transcript measurements collected for Bias and Resolvability Attribution using Split Samples (BRASS) study,ea33b904-83bd-4862-bb87-c8f4ecb861a2
-0.0022713047152889197,0.028001556859600592,-0.0539730964305894,27,airmoss-l1-s-0-polarimetric-data-from-airmoss-p-band-sar-la-selva-2012-2015-9189b,"AirMOSS: L1 S-0 Polarimetric Data from AirMOSS P-band SAR, La Selva, 2012-2015",261c4c53-132b-4b5e-8351-7ce313baafa7
0.028541043384066385,-0.023525282497424898,-0.06459010919243746,27,dlvo-modeling-of-spores-dataset,DLVO Modeling of Spores Dataset,5b80ceb4-4e0d-44d2-9f0e-9ed8c669823c
-0.03194530666512138,-0.02039078264827599,-0.04316453214770446,27,steps-to-achieve-quantitative-measurements-of-microrna-using-two-step-droplet-digital-pcr-41d37,Steps to achieve quantitative measurements of microRNA using two-step droplet digital PCR,18941528-c063-4991-af17-e386c3ee4dbb
0.0189636676249007,-0.01935160895103248,-0.002247376300691678,27,popular-baby-names,Popular Baby Names,d37645d2-fe27-4303-b43f-ae40da965998
0.04470737804862794,-0.06306515309358864,0.07423340007087594,90,national-survey-on-drug-use-and-health-nsduh-2015,National Survey on Drug Use and Health (NSDUH-2015),6ae69066-f87c-4266-9577-24a7e5fe83d1
0.041381464995695436,-0.02380379901251762,0.003358722227113891,27,veterans-affairs-surgical-quality-improvement-program-vasqip,Veterans Affairs Surgical Quality Improvement Program (VASQIP),fb1484b0-ecdc-49e9-b404-813289250004
0.06774946781116818,-0.040824849218481736,0.014398831943970779,27,resident-assessment-instrument-minimum-data-set-rai-mds,Resident Assessment Instrument/Minimum Data Set (RAI/MDS),6cde7f1a-46c3-4dcc-905a-43820922000a
-0.035443514112697756,-0.025705785738702334,-0.019900481504343447,27,acres-brownfields-properties,ACRES - Brownfields Properties,be661359-77a0-42cb-8813-d222abcbbcc7
0.039310993717275915,-0.024771300260703746,0.03691647259059378,69,protected-areas-database-of-the-united-states-pad-us,Protected Areas Database of the United States (PAD-US),d320e3e6-9d4a-474f-8e81-aa159cca6a0c
-0.02885216434944854,0.014401656772776517,0.06884825493913771,50,2019-california-water-quality-status-report,2019 California Water Quality Status Report,9508196b-8440-4dbc-9f0a-c0374a671d2b
0.12088477080131613,-0.056562331262313296,0.05472912745161448,27,estimates-of-emergency-department-visits-in-the-united-states-from-2016-2019-faa2a,Estimates of Emergency Department Visits in the United States from 2016-2021,a39a3f5d-dd67-4b53-9cba-11c955524b2f
0.09535969031374071,-0.06988195145544528,0.004336518341256186,2,survey-of-inmates-of-state-and-federal-correctional-facilities-series-6f15d,Survey of Prison Inmates (SPI) Series (Formerly Survey of Inmates in State and Federal Correctional Facilities (SISFCF)),1c2d1e63-cb3a-415b-846d-4af482c98cb1
0.026069246688842786,-0.023508849621518453,0.027165861413660175,27,youth-behavior-risk-survey,Youth Behavior Risk Survey (High School),2ba4da3d-d5dd-48e5-9b59-70da10150393
0.12918250581994944,-0.06676114655797084,0.12260780678126947,92,tiger-line-shapefile-2022-county-san-diego-county-ca-topological-faces-polygons-with-all-geocod,"TIGER/Line Shapefile, 2022, County, San Diego County, CA, Topological Faces (Polygons With All Geocodes)",1982a657-2994-4915-87b2-7f3ea2ba3e99
0.028903537313347064,0.04551073344545265,-0.024981574004783732,27,early-childhood-longitudinal-study-kindergarten-class-of-2010-11-3fa4e,"Early Childhood Longitudinal Study, Kindergarten Class of 2010-11",7d246a38-dc23-4f59-b2e7-20cbade93b1a
0.12918250581994944,-0.06676114655797084,0.12260780678126947,92,tiger-line-shapefile-2023-county-los-angeles-county-ca-topological-faces-polygons-with-all-geoc,"TIGER/Line Shapefile, 2023, County, Los Angeles County, CA, Topological Faces (Polygons With All Geocodes)",f7572a6c-2c47-4915-8ef4-89355178407b
0.12918250581994944,-0.06676114655797084,0.12260780678126947,92,tiger-line-shapefile-2020-county-kalamazoo-county-mi-topological-faces-polygons-with-all-geocod,"TIGER/Line Shapefile, 2020, County, Kalamazoo County, MI, Topological Faces (Polygons With All Geocodes)",3d864e43-b6e0-442a-9caa-56259b7135b4
-0.06629577252682889,-0.004970887711080249,-0.035457280688357594,27,math-and-reading-proficiency-in-iowa-by-school-year-public-school-district-and-grade-level,"Math And Reading Proficiency in Iowa by School Year, Public School District and Grade Level",0be0e658-113f-4a3f-b412-df04c3525641
0.05509638286388835,0.023747282904422608,-0.018236870746109822,27,lamarck-dnamage-and-ozone-dataset,LAMARCK DNAmAge and Ozone Dataset,e5961b9f-0922-46e2-b1ee-a2e9d6824c1f
0.0608875970337034,-0.00554081436272548,0.002328566633733309,27,cathgen-traffic-related-air-pollution-vascular-disease-and-epigenetic-aging,"CATHGEN Traffic-related air pollution, vascular disease, and epigenetic aging",6e80382e-e5b3-4290-ac91-fac1f246a401
0.020651283017391126,-0.043828113911869776,-0.043534233532802405,27,imr90-radiation-bystander-time-course-experiment-0-5gy-alpha-particle-b2fbc,IMR90 radiation bystander time-course experiment 0.5Gy alpha particle,36468b71-b72c-4cdb-8cfc-3474ec11fae4
-0.08302391646366863,0.004910538310471428,-0.06730298536566032,27,spaceflight-effects-on-the-mouse-retina-histological-gene-expression-and-epigenetic-change-fc692,Spaceflight effects on the mouse retina: Histological gene expression and epigenetic changes after flight on STS-135,446942d2-9b34-42e6-961c-fcbbc031407e
-0.08761454681569839,0.02453597922879454,-0.08938836807921245,27,in-vitro-ozone-responsiveness-data,In Vitro Ozone Responsiveness Data,572351f1-1195-4a88-9bba-57289def25b2
-0.025071742013851154,-0.01644298186224991,-0.052044180437232704,27,characterization-of-epigenetic-regulation-in-an-extraterrestrial-environment-the-arabidops-b1a97,Characterization of Epigenetic Regulation in an Extraterrestrial Environment: The Arabidopsis Spaceflight Methylome [RNA-seq],682817c4-a325-431d-b693-bea7909f82dd
-0.024202392759309643,0.02144391814229252,-0.0636332788300952,27,methylome-analysis-of-arabidopsis-seedlings-exposed-to-microgravity-12ec9,Methylome Analysis of Arabidopsis Seedlings Exposed to Microgravity,a7face15-4fb4-4d0c-aa7e-542c71277714
-0.07778884884282512,0.01887124216193897,-0.0691074165800509,27,dataset-for-ord-040056-development-and-validation-of-the-tgx-hdaci-transcriptomic-biomarke,Dataset for ORD-040056: Development and Validation of the TGx-HDACi Transcriptomic Biomarker to Detect Histone Deacetylase Inhibitors in Human TK6 Cells,79140427-d561-4c66-bafd-72c963811b62
-0.03964924854117893,0.023806127422321632,-0.07049098461261716,27,a-study-of-alterations-in-dna-epigenetic-modifications-5mc-and-5hmc-influenced-by-simulate-cfdd6,A study of alterations in DNA epigenetic modifications (5mC and 5hmC) influenced by simulated microgravity in human lymphoblastoid cells,9ca8e3c6-4821-493b-b520-93db009082a3
-0.05457279010976126,0.04258467481567847,-0.07308475886183013,27,esr1-expression-and-dna-methylation-data-for-fhm-exposed-to-ee2,ESR1 expression and DNA methylation data for FHM exposed to EE2,1e0f0cfe-4ed8-42f5-9f59-7fd336e92c0e
-0.06288586863818442,0.016204648736864082,-0.03962494213562842,27,national-database-for-autism-research-ndar,National Database for Autism Research (NDAR),dec542d3-94e6-4501-abae-bf3ea2ed3d68
-0.015361735925113721,0.004074383355375465,-0.02114332354088437,27,national-database-for-clinical-trials-related-to-mental-illness-ndct,National Database for Clinical Trials Related to Mental Illness (NDCT),7262f7d6-7ccc-4bf7-bc52-d06cc4053bf4
0.03344809711722115,0.10227990240897109,0.016003220743673965,27,autism-prevalence-studies,autism prevalence studies,54d0c139-ea91-4425-9430-ae2d71bb83de
0.11394043468740077,-0.037349570290740715,0.030998043959218947,27,ohio-vital-statistics-birth-and-autism-data,Ohio Vital Statistics Birth and Autism Data,8ba6d13d-4153-4340-a0ac-b801e6aef83e
-0.10924206326209657,0.021654013451977094,-0.09692639401456168,27,autism-and-green-space-clean,Autism and green space_clean,3296b449-c4ad-4109-8cef-45380a6c92f5
-0.08521214617379624,0.008704925283946664,-0.08502471927116903,27,meta-analysis-components-for-phthalate-exposure-and-neurodevelopment,Meta-analysis components for phthalate exposure and neurodevelopment,774bbd0d-1826-463b-8ef9-9ef59c932937
0.07568862402819888,-0.059601606942292974,-0.0037325016050847606,27,psychological-classification-of-adult-male-inmates-in-federal-prison-in-indiana-1986-1988-59d2c,"Psychological Classification of Adult Male Inmates in Federal Prison in Indiana, 1986-1988",fa119585-7c39-4730-ae7a-3a2bbe6d69df
-0.12176668949168189,0.0213329844101889,-0.060813100844060136,27,personal-income-tax-voluntary-contributions-beginning-fiscal-year-1983,Personal  Income Tax Voluntary Contributions:  Beginning Fiscal Year 1983,6ebabd8d-544d-4485-86df-5529e687d31c
0.08162244826719049,-0.054784081184483205,0.01605649326850377,27,daily-and-annual-pm2-5-o3-and-no2-concentrations-at-zip-codes-for-the-contiguous-u-s-2000--c71ab,"Daily and Annual PM2.5, O3, and NO2 Concentrations at ZIP Codes for the Contiguous U.S., 2000-2016, v1.0",e81b32dd-49ad-4ea3-bc6f-80e7f73eaf73
0.03711532672977014,-0.004686537267446962,-0.012532402093250482,27,calipso-lidar-level-3-tropospheric-aerosol-profiles-all-sky-data-standard-v4-20,"CALIPSO Lidar Level 3 Tropospheric Aerosol Profiles, All Sky Data, Standard V4-20",37a4c167-c11e-491c-8ac2-f9ebdd900897
0.08534753069496577,-0.0008958431168502786,0.017035101334207124,49,merra-2-inst3-3d-aer-nv-3d3-hourlyinstantaneousmodel-levelassimilationaerosol-mixing-ratio,"MERRA-2 inst3_3d_aer_Nv: 3d,3-Hourly,Instantaneous,Model-Level,Assimilation,Aerosol Mixing Ratio 0.625 x 0.5 degree V5.12.4 (M2I3NVAER) at GES DISC",ec560dee-2cfc-4022-b364-4ed900822f9b
0.016756268777341585,0.007690348706529222,-0.02632002723003525,27,modis-terraaqua-l3-value-added-aerosol-optical-depth-nrt,MODIS/Terra+Aqua L3 Value-added Aerosol Optical Depth - NRT,530b8265-b4ee-4e98-9e9f-827bdc1ae25e
0.1393365332918043,-0.038760112844705805,0.0019906704486354807,27,national-solar-radiation-database-nsrdb-solaranywhere-10-km-model-output-for-1989-to-20091,National Solar Radiation Database (NSRDB) SolarAnywhere 10 km Model Output for 1989 to 2009,e27cb11f-c29f-4ad7-a081-123fc4185b70
0.09646239088721276,-0.020982401799631505,0.0024004668274109015,27,national-solar-radiation-database-nsrdb-station-data-output-for-1991-to-20102,National Solar Radiation Database (NSRDB) Station Data Output for 1991 to 2010,606ef36e-e2cc-494a-9fd1-51274d4ffe27
0.0917854016493035,-0.005260382956363727,0.008715987678814315,49,merra-2-tavg1-2d-aer-nx-2d1-hourlytime-averagedsingle-levelassimilationaerosol-diagnostics,"MERRA-2 tavg1_2d_aer_Nx: 2d,1-Hourly,Time-averaged,Single-Level,Assimilation,Aerosol Diagnostics 0.625 x 0.5 degree V5.12.4 (M2T1NXAER) at GES DISC",20b6bb70-b940-4130-ac28-cb410b1198ca
0.044519445835740204,-0.024427370759108818,-0.011069466103698052,27,global-annual-pm2-5-grids-from-modis-misr-and-seawifs-aerosol-optical-depth-aod-1998-2019--0e0c3,"Global Annual PM2.5 Grids from MODIS, MISR and SeaWiFS Aerosol Optical Depth (AOD), 1998-2019, V4.GL.03",09d13c6b-97bc-4cad-9ccb-d7a95df6fb50
0.09604206445039938,-0.03107614689801794,0.005305102084558698,27,dscovr-epic-level-1a-version-3,DSCOVR EPIC Level 1A Version 3,1cf6fca9-ae23-42fe-a38a-76208041f2ff
-0.03202133965899038,-0.009295202191745547,-0.0332973840568633,27,auto-sales,Auto Sales,67bb074c-c8d3-46ea-90d2-76fceb290094
-0.055002980434783605,0.033204131245913794,-0.028240301605401565,27,financial-statement-data-sets,Financial Statement Data Sets,025b187c-6a5f-442c-a9b3-b771561c8f76
-0.03898727625304571,-0.015753614797566224,-0.04803830210805242,27,tides-and-currents-map-an-interactive-map-of-all-co-ops-stations,Tides and Currents Map: an interactive map of all CO-OPS stations,e0d6ef2b-45a6-42e1-9612-594289281bbd
0.011469192771386052,-0.009096343018752099,-0.026364907580902923,27,useeio-v1-1-matrices,USEEIO v1.1 - Matrices,02f196d4-3122-4127-8274-b2772673cc74
-0.05823240081845215,-0.010424216848246627,-0.04964010262273938,27,travel-and-tourism-satellite-account,Travel and Tourism Satellite Account,ca1e1c50-5dc3-433f-82bd-f382063acc0d
0.023370072212487984,-0.03364967068603043,-0.010045046776100916,27,freight-analysis-framework,Freight Analysis Framework,bff8a129-00ca-41a1-9e16-4fd4d3ef2bed
0.2602112943893372,-0.10770388724809482,0.15727406972376565,27,census-data,Census Data,61b46264-a9da-4aed-bbdf-1258067eb5bd
0.025770299237158536,-0.034817446381373664,0.021417530946656955,27,hud-low-and-moderate-income-areas,Low and Moderate Income Areas,985410c4-04bb-4b31-8c23-551f0030c8c8
0.14366706767496243,-0.12702763759363772,0.09513358428357159,7,mental-health-care-in-the-last-4-weeks,Mental Health Care in the Last 4 Weeks,c5f53aa3-78a2-4b3b-acc2-57396fa30b6e
0.0960141471172043,-0.04596272155119291,0.005204011514857744,27,1-meter-digital-elevation-models-dems-usgs-national-map-3dep-downloadable-data-collection,"1 meter Digital Elevation Models (DEMs) - USGS National Map 3DEP Downloadable Data
          Collection",8428440a-ec3d-41c9-931f-f5e18f521ced
0.12140501923421201,-0.060332909114572696,0.13569518183777646,70,covid-19-state-profile-report-massachusetts,COVID-19 State Profile Report - Massachusetts,af533bec-27a4-4a5c-9312-710403226833
0.14366706767496243,-0.12702763759363772,0.09513358428357159,7,indicators-of-anxiety-or-depression-based-on-reported-frequency-of-symptoms-during-last-7-,Indicators of Anxiety or Depression Based on Reported Frequency of Symptoms During Last 7 Days,a41ab606-8480-4eeb-a208-4d52c4779e30
-0.07494980608001155,0.010190333528160483,-0.07387657199175796,27,water-quality-data-41c5e,Water Quality Data,c600297e-aa81-48ac-97da-e38d9133220b
0.010983403790173565,-0.0325101293144861,0.010873399564784749,27,hud-program-income-limits,HUD Program Income Limits,89989e4a-4600-4486-90ef-2b56c123e1ff
-0.01892506834211412,-0.024306028801885742,-0.01846206663820384,27,traumatic-brain-injury-registry-tbi,Traumatic Brain Injury Registry (TBI),4d76eb89-082f-4ee2-9523-d8f70d30a3eb
-0.015750138200465263,-0.04900274555430067,0.02256062005578988,27,mental-health-treatement-facilities-locator-336f5,Mental Health Treatement Facilities Locator,90cf6c7f-eafe-4e9d-8551-62a9916f4736
-0.06135342445778101,0.0023560339294711186,-0.04453859607373178,27,federal-interagency-traumatic-brain-injury-research-fitbir-informatics-system,Federal Interagency Traumatic Brain Injury Research (FITBIR) Informatics System,4cb2f266-2dc7-479c-bb42-c5b7e81b9f4a
-0.022508247345361675,-0.04702647289097522,0.03487210287012029,27,mental-health-treatement-facilities-locator,Mental Health Treatement Facilities Locator,32eb7335-9c6e-4856-8406-29d62b9555cb
-0.00824460519051934,0.010153367406515828,0.018477566459490245,27,rates-of-tbi-related-deaths-by-age-group-united-states-2001-2010,"Rates of TBI-related Deaths by Age Group - United States, 2001 - 2010",17fef7fa-2b64-4e65-badb-be0bd36d027e
-0.09377103920845782,0.039469443553905977,-0.05374561942121722,27,traumatic-brain-injury,Traumatic Brain Injury,4c0158f4-10f9-4a9a-9bb4-9503ee10856f
-0.024606391055017898,-0.027279117853410056,-0.010395723040523785,27,rates-of-tbi-related-emergency-department-visits-hospitalizations-and-deaths-united-s-2001-36cef,"Rates of TBI-related Emergency Department Visits, Hospitalizations, and Deaths - United States, 2001 – 2010",1cc24150-deed-4a0c-b388-1b4592fc6f70
-0.0036051230720276378,-0.003360121101924557,-0.01832975907376854,27,california-independent-living-and-traumatic-brain-injury-center-locations,California Independent Living and Traumatic Brain Injury Center Locations,48677230-a6d5-4602-8ea4-2798de1919a2
0.0905321330143119,-0.0365749097489077,0.0597524704277114,27,department-of-defense-numbers-for-traumatic-brain-injury,Department of Defense Numbers for Traumatic Brain Injury,3118ab40-4df9-4ae9-b712-2cfa9a004bbe
-0.036815108947513914,-0.0040178827113086565,-0.03427090894520542,27,converged-registries-solution-crs,Converged Registries Solution (CRS),6867eb6d-83d0-41c1-b118-7053cb53ef9d
-0.008982214527956445,-0.01663451630479131,-0.020179362268628386,27,tsca-inventory,TSCA Inventory,a570a208-ed69-41e1-a621-d8501692fa02
-0.06618063544104892,0.018337550238745497,-0.03427416050053078,27,lapd-ripa-ab-953-stop-person-detail-from-7-1-2018-to-present,LAPD RIPA (AB 953) STOP Person Detail from 7/1/2018 to Present,b6991818-2694-48d9-8e76-a4e0cec7f496
-0.2435488699097875,0.08252430391775671,0.0688890129857094,27,california-power-plants-b4c40,California Power Plants,3003d966-5b71-4671-85ca-9f9213818089
